timestep_superordinate_dispatch,region_dispatch,technology,carrier,variable,value
30th < 2035,West,gasPlant < ocgt < gasFueled,none,capaConv,144.56784974786905
30th < 2040,West,gasPlant < ocgt < gasFueled,none,capaConv,144.56784974786905
10th < 2020,East,gasPlant < ocgt < gasFueled,none,commCapaConv,136.86805835261987
20th < 2025,East,gasPlant < ocgt < gasFueled,none,commCapaConv,135.7073139592362
20th < 2030,East,gasPlant < ocgt < gasFueled,none,commCapaConv,128.4283596112463
30th < 2035,East,gasPlant < ocgt < gasFueled,none,commCapaConv,114.23957770905595
30th < 2040,East,gasPlant < ocgt < gasFueled,none,commCapaConv,0.0
10th < 2020,West,gasPlant < ocgt < gasFueled,none,commCapaConv,144.56784974786905
20th < 2025,West,gasPlant < ocgt < gasFueled,none,commCapaConv,144.56784974786905
20th < 2030,West,gasPlant < ocgt < gasFueled,none,commCapaConv,144.56784974786905
30th < 2035,West,gasPlant < ocgt < gasFueled,none,commCapaConv,107.22651880409455
30th < 2040,West,gasPlant < ocgt < gasFueled,none,commCapaConv,0.0
10th < 2020,East,electrolysis,none,expConv,0.0
10th < 2020,West,electrolysis,none,expConv,0.0
20th < 2025,East,electrolysis,none,expConv,0.0
20th < 2025,West,electrolysis,none,expConv,0.0
20th < 2030,East,electrolysis,none,expConv,0.0
20th < 2030,West,electrolysis,none,expConv,0.0
30th < 2035,East,electrolysis,none,expConv,20.210602217315426
30th < 2035,West,electrolysis,none,expConv,28.56285086747906
30th < 2040,East,electrolysis,none,expConv,14.387223724721427
30th < 2040,West,electrolysis,none,expConv,52.305932548726986
10th < 2020,East,electrolysis,none,capaConv,0.0
20th < 2025,East,electrolysis,none,capaConv,0.0
20th < 2030,East,electrolysis,none,capaConv,0.0
30th < 2035,East,electrolysis,none,capaConv,20.210602217315426
30th < 2040,East,electrolysis,none,capaConv,34.59782594203685
10th < 2020,West,electrolysis,none,capaConv,0.0
20th < 2025,West,electrolysis,none,capaConv,0.0
20th < 2030,West,electrolysis,none,capaConv,0.0
30th < 2035,West,electrolysis,none,capaConv,28.56285086747906
30th < 2040,West,electrolysis,none,capaConv,80.86878341620604
10th < 2020,East,electrolysis,none,commCapaConv,0.0
20th < 2025,East,electrolysis,none,commCapaConv,0.0
20th < 2030,East,electrolysis,none,commCapaConv,0.0
30th < 2035,East,electrolysis,none,commCapaConv,20.210602217315426
30th < 2040,East,electrolysis,none,commCapaConv,34.59782594203685
10th < 2020,West,electrolysis,none,commCapaConv,0.0
20th < 2025,West,electrolysis,none,commCapaConv,0.0
20th < 2030,West,electrolysis,none,commCapaConv,0.0
30th < 2035,West,electrolysis,none,commCapaConv,28.56285086747906
30th < 2040,West,electrolysis,none,commCapaConv,80.86878341620604
10th < 2020,East < EastNorth,districtHeatStorage,heat < districtHeat,capaStOut,21.22086826244047
20th < 2025,East < EastNorth,districtHeatStorage,heat < districtHeat,capaStOut,23.508999102592426
20th < 2030,East < EastNorth,districtHeatStorage,heat < districtHeat,capaStOut,25.99736406261539
30th < 2035,East < EastNorth,districtHeatStorage,heat < districtHeat,capaStOut,25.99736406261539
30th < 2040,East < EastNorth,districtHeatStorage,heat < districtHeat,capaStOut,27.58073522586701
10th < 2020,East < EastSouth,districtHeatStorage,heat < districtHeat,capaStOut,62.98262680778877
20th < 2025,East < EastSouth,districtHeatStorage,heat < districtHeat,capaStOut,62.98262680778877
20th < 2030,East < EastSouth,districtHeatStorage,heat < districtHeat,capaStOut,62.98262680778877
30th < 2035,East < EastSouth,districtHeatStorage,heat < districtHeat,capaStOut,62.98262680778877
30th < 2040,East < EastSouth,districtHeatStorage,heat < districtHeat,capaStOut,66.38997947251127
10th < 2020,West < WestNorth,districtHeatStorage,heat < districtHeat,capaStOut,22.40976066041209
20th < 2025,West < WestNorth,districtHeatStorage,heat < districtHeat,capaStOut,25.489180316212263
20th < 2030,West < WestNorth,districtHeatStorage,heat < districtHeat,capaStOut,25.489180316212263
30th < 2035,West < WestNorth,districtHeatStorage,heat < districtHeat,capaStOut,25.489180316212263
30th < 2040,West < WestNorth,districtHeatStorage,heat < districtHeat,capaStOut,25.489180316212263
10th < 2020,West < WestSouth,districtHeatStorage,heat < districtHeat,capaStOut,33.53146352876399
20th < 2025,West < WestSouth,districtHeatStorage,heat < districtHeat,capaStOut,63.536935792854635
20th < 2030,West < WestSouth,districtHeatStorage,heat < districtHeat,capaStOut,63.536935792854635
30th < 2035,West < WestSouth,districtHeatStorage,heat < districtHeat,capaStOut,63.536935792854635
30th < 2040,West < WestSouth,districtHeatStorage,heat < districtHeat,capaStOut,63.536935792854635
10th < 2020,East < EastNorth,districtHeatStorage,heat < districtHeat,capaStSize,254.9513564820079
20th < 2025,East < EastNorth,districtHeatStorage,heat < districtHeat,capaStSize,254.9513564820079
20th < 2030,East < EastNorth,districtHeatStorage,heat < districtHeat,capaStSize,254.9513564820079
30th < 2035,East < EastNorth,districtHeatStorage,heat < districtHeat,capaStSize,254.9513564820079
30th < 2040,East < EastNorth,districtHeatStorage,heat < districtHeat,capaStSize,474.2494861286026
10th < 2020,East < EastSouth,districtHeatStorage,heat < districtHeat,capaStSize,628.8852131923852
20th < 2025,East < EastSouth,districtHeatStorage,heat < districtHeat,capaStSize,628.8852131923852
20th < 2030,East < EastSouth,districtHeatStorage,heat < districtHeat,capaStSize,628.8852131923852
30th < 2035,East < EastSouth,districtHeatStorage,heat < districtHeat,capaStSize,628.8852131923852
30th < 2040,East < EastSouth,districtHeatStorage,heat < districtHeat,capaStSize,1186.1113738097717
10th < 2020,West < WestNorth,districtHeatStorage,heat < districtHeat,capaStSize,213.07534005535857
20th < 2025,West < WestNorth,districtHeatStorage,heat < districtHeat,capaStSize,213.07534005535857
20th < 2030,West < WestNorth,districtHeatStorage,heat < districtHeat,capaStSize,213.07534005535857
30th < 2035,West < WestNorth,districtHeatStorage,heat < districtHeat,capaStSize,213.07534005535857
30th < 2040,West < WestNorth,districtHeatStorage,heat < districtHeat,capaStSize,232.65826025900265
10th < 2020,West < WestSouth,districtHeatStorage,heat < districtHeat,capaStSize,376.07960952718
20th < 2025,West < WestSouth,districtHeatStorage,heat < districtHeat,capaStSize,376.07960952718
20th < 2030,West < WestSouth,districtHeatStorage,heat < districtHeat,capaStSize,376.07960952718
30th < 2035,West < WestSouth,districtHeatStorage,heat < districtHeat,capaStSize,376.07960952718
30th < 2040,West < WestSouth,districtHeatStorage,heat < districtHeat,capaStSize,472.0576959779228
10th < 2020,East < EastNorth,districtHeatStorage,heat < districtHeat,commCapaStOut,21.22086826244047
20th < 2025,East < EastNorth,districtHeatStorage,heat < districtHeat,commCapaStOut,23.508999102592426
20th < 2030,East < EastNorth,districtHeatStorage,heat < districtHeat,commCapaStOut,25.99736406261539
30th < 2035,East < EastNorth,districtHeatStorage,heat < districtHeat,commCapaStOut,17.211340206185568
30th < 2040,East < EastNorth,districtHeatStorage,heat < districtHeat,commCapaStOut,27.58073522586701
10th < 2020,East < EastSouth,districtHeatStorage,heat < districtHeat,commCapaStOut,62.98262680778877
20th < 2025,East < EastSouth,districtHeatStorage,heat < districtHeat,commCapaStOut,57.09615431169244
20th < 2030,East < EastSouth,districtHeatStorage,heat < districtHeat,commCapaStOut,60.043091120680515
30th < 2035,East < EastSouth,districtHeatStorage,heat < districtHeat,commCapaStOut,49.37079825499982
30th < 2040,East < EastSouth,districtHeatStorage,heat < districtHeat,commCapaStOut,66.38997947251127
10th < 2020,West < WestNorth,districtHeatStorage,heat < districtHeat,commCapaStOut,22.40976066041209
20th < 2025,West < WestNorth,districtHeatStorage,heat < districtHeat,commCapaStOut,25.489180316212263
20th < 2030,West < WestNorth,districtHeatStorage,heat < districtHeat,commCapaStOut,20.500854118062644
30th < 2035,West < WestNorth,districtHeatStorage,heat < districtHeat,commCapaStOut,15.400338654145179
30th < 2040,West < WestNorth,districtHeatStorage,heat < districtHeat,commCapaStOut,17.074742268041238
10th < 2020,West < WestSouth,districtHeatStorage,heat < districtHeat,commCapaStOut,33.53146352876399
20th < 2025,West < WestSouth,districtHeatStorage,heat < districtHeat,commCapaStOut,63.536935792854635
20th < 2030,West < WestSouth,districtHeatStorage,heat < districtHeat,commCapaStOut,50.67990116626198
30th < 2035,West < WestSouth,districtHeatStorage,heat < districtHeat,commCapaStOut,37.92990116626196
30th < 2040,West < WestSouth,districtHeatStorage,heat < districtHeat,commCapaStOut,42.68814432989691
10th < 2020,East < EastNorth,districtHeatStorage,heat < districtHeat,expStSize,254.9513564820079
20th < 2025,East < EastNorth,districtHeatStorage,heat < districtHeat,expStSize,0.0
20th < 2030,East < EastNorth,districtHeatStorage,heat < districtHeat,expStSize,0.0
30th < 2035,East < EastNorth,districtHeatStorage,heat < districtHeat,expStSize,0.0
30th < 2040,East < EastNorth,districtHeatStorage,heat < districtHeat,expStSize,219.2981296465947
10th < 2020,East < EastSouth,districtHeatStorage,heat < districtHeat,expStSize,628.8852131923852
20th < 2025,East < EastSouth,districtHeatStorage,heat < districtHeat,expStSize,0.0
20th < 2030,East < EastSouth,districtHeatStorage,heat < districtHeat,expStSize,0.0
30th < 2035,East < EastSouth,districtHeatStorage,heat < districtHeat,expStSize,0.0
30th < 2040,East < EastSouth,districtHeatStorage,heat < districtHeat,expStSize,557.2261606173865
10th < 2020,West < WestNorth,districtHeatStorage,heat < districtHeat,expStSize,213.0753400553586
20th < 2025,West < WestNorth,districtHeatStorage,heat < districtHeat,expStSize,0.0
20th < 2030,West < WestNorth,districtHeatStorage,heat < districtHeat,expStSize,0.0
30th < 2035,West < WestNorth,districtHeatStorage,heat < districtHeat,expStSize,0.0
30th < 2040,West < WestNorth,districtHeatStorage,heat < districtHeat,expStSize,19.58292020364405
10th < 2020,West < WestSouth,districtHeatStorage,heat < districtHeat,expStSize,376.07960952718
20th < 2025,West < WestSouth,districtHeatStorage,heat < districtHeat,expStSize,0.0
20th < 2030,West < WestSouth,districtHeatStorage,heat < districtHeat,expStSize,0.0
30th < 2035,West < WestSouth,districtHeatStorage,heat < districtHeat,expStSize,0.0
30th < 2040,West < WestSouth,districtHeatStorage,heat < districtHeat,expStSize,95.97808645074275
10th < 2020,East < EastNorth,districtHeatStorage,heat < districtHeat,expStOut,21.22086826244047
20th < 2025,East < EastNorth,districtHeatStorage,heat < districtHeat,expStOut,2.2881308401519576
20th < 2030,East < EastNorth,districtHeatStorage,heat < districtHeat,expStOut,2.488364960022963
30th < 2035,East < EastNorth,districtHeatStorage,heat < districtHeat,expStOut,0.0
30th < 2040,East < EastNorth,districtHeatStorage,heat < districtHeat,expStOut,1.5833711632516199
10th < 2020,East < EastSouth,districtHeatStorage,heat < districtHeat,expStOut,62.98262680778877
20th < 2025,East < EastSouth,districtHeatStorage,heat < districtHeat,expStOut,0.0
20th < 2030,East < EastSouth,districtHeatStorage,heat < districtHeat,expStOut,0.0
30th < 2035,East < EastSouth,districtHeatStorage,heat < districtHeat,expStOut,0.0
30th < 2040,East < EastSouth,districtHeatStorage,heat < districtHeat,expStOut,3.4073526647225023
10th < 2020,West < WestNorth,districtHeatStorage,heat < districtHeat,expStOut,22.40976066041209
20th < 2025,West < WestNorth,districtHeatStorage,heat < districtHeat,expStOut,3.079419655800173
20th < 2030,West < WestNorth,districtHeatStorage,heat < districtHeat,expStOut,0.0
30th < 2035,West < WestNorth,districtHeatStorage,heat < districtHeat,expStOut,0.0
30th < 2040,West < WestNorth,districtHeatStorage,heat < districtHeat,expStOut,0.0
10th < 2020,West < WestSouth,districtHeatStorage,heat < districtHeat,expStOut,33.53146352876399
20th < 2025,West < WestSouth,districtHeatStorage,heat < districtHeat,expStOut,30.005472264090642
20th < 2030,West < WestSouth,districtHeatStorage,heat < districtHeat,expStOut,0.0
30th < 2035,West < WestSouth,districtHeatStorage,heat < districtHeat,expStOut,0.0
30th < 2040,West < WestSouth,districtHeatStorage,heat < districtHeat,expStOut,0.0
10th < 2020,East < EastNorth,districtHeatStorage,heat < districtHeat,commCapaStSize,254.9513564820079
20th < 2025,East < EastNorth,districtHeatStorage,heat < districtHeat,commCapaStSize,254.9513564820079
20th < 2030,East < EastNorth,districtHeatStorage,heat < districtHeat,commCapaStSize,254.9513564820079
30th < 2035,East < EastNorth,districtHeatStorage,heat < districtHeat,commCapaStSize,254.9513564820079
30th < 2040,East < EastNorth,districtHeatStorage,heat < districtHeat,commCapaStSize,474.2494861286026
10th < 2020,East < EastSouth,districtHeatStorage,heat < districtHeat,commCapaStSize,628.8852131923852
20th < 2025,East < EastSouth,districtHeatStorage,heat < districtHeat,commCapaStSize,628.8852131923852
20th < 2030,East < EastSouth,districtHeatStorage,heat < districtHeat,commCapaStSize,628.8852131923852
30th < 2035,East < EastSouth,districtHeatStorage,heat < districtHeat,commCapaStSize,628.8852131923852
30th < 2040,East < EastSouth,districtHeatStorage,heat < districtHeat,commCapaStSize,1186.1113738097717
10th < 2020,West < WestNorth,districtHeatStorage,heat < districtHeat,commCapaStSize,213.07534005535857
20th < 2025,West < WestNorth,districtHeatStorage,heat < districtHeat,commCapaStSize,213.07534005535857
20th < 2030,West < WestNorth,districtHeatStorage,heat < districtHeat,commCapaStSize,213.07534005535857
30th < 2035,West < WestNorth,districtHeatStorage,heat < districtHeat,commCapaStSize,213.07534005535857
30th < 2040,West < WestNorth,districtHeatStorage,heat < districtHeat,commCapaStSize,232.65826025900265
10th < 2020,West < WestSouth,districtHeatStorage,heat < districtHeat,commCapaStSize,376.07960952718
20th < 2025,West < WestSouth,districtHeatStorage,heat < districtHeat,commCapaStSize,376.07960952718
20th < 2030,West < WestSouth,districtHeatStorage,heat < districtHeat,commCapaStSize,376.07960952718
30th < 2035,West < WestSouth,districtHeatStorage,heat < districtHeat,commCapaStSize,376.07960952718
30th < 2040,West < WestSouth,districtHeatStorage,heat < districtHeat,commCapaStSize,472.0576959779228
10th < 2020,East < EastNorth,districtHeatStorage,heat < districtHeat,capaStIn,6.50878686725
20th < 2025,East < EastNorth,districtHeatStorage,heat < districtHeat,capaStIn,6.50878686725
20th < 2030,East < EastNorth,districtHeatStorage,heat < districtHeat,capaStIn,6.50878686725
30th < 2035,East < EastNorth,districtHeatStorage,heat < districtHeat,capaStIn,6.50878686725
30th < 2040,East < EastNorth,districtHeatStorage,heat < districtHeat,capaStIn,7.0235617665
10th < 2020,East < EastSouth,districtHeatStorage,heat < districtHeat,capaStIn,16.2719671675
20th < 2025,East < EastSouth,districtHeatStorage,heat < districtHeat,capaStIn,16.2719671675
20th < 2030,East < EastSouth,districtHeatStorage,heat < districtHeat,capaStIn,16.2719671675
30th < 2035,East < EastSouth,districtHeatStorage,heat < districtHeat,capaStIn,16.2719671675
30th < 2040,East < EastSouth,districtHeatStorage,heat < districtHeat,capaStIn,17.5589044175
10th < 2020,West < WestNorth,districtHeatStorage,heat < districtHeat,capaStIn,2.2339674455
20th < 2025,West < WestNorth,districtHeatStorage,heat < districtHeat,capaStIn,2.2339674455
20th < 2030,West < WestNorth,districtHeatStorage,heat < districtHeat,capaStIn,2.2339674455
30th < 2035,West < WestNorth,districtHeatStorage,heat < districtHeat,capaStIn,2.2339674455
30th < 2040,West < WestNorth,districtHeatStorage,heat < districtHeat,capaStIn,2.2339674455
10th < 2020,West < WestSouth,districtHeatStorage,heat < districtHeat,capaStIn,5.4140501180000005
20th < 2025,West < WestSouth,districtHeatStorage,heat < districtHeat,capaStIn,5.4140501180000005
20th < 2030,West < WestSouth,districtHeatStorage,heat < districtHeat,capaStIn,5.4140501180000005
30th < 2035,West < WestSouth,districtHeatStorage,heat < districtHeat,capaStIn,5.4140501180000005
30th < 2040,West < WestSouth,districtHeatStorage,heat < districtHeat,capaStIn,5.583750842250001
10th < 2020,East < EastNorth,districtHeatStorage,heat < districtHeat,expStIn,6.50878686725
20th < 2025,East < EastNorth,districtHeatStorage,heat < districtHeat,expStIn,0.0
20th < 2030,East < EastNorth,districtHeatStorage,heat < districtHeat,expStIn,0.0
30th < 2035,East < EastNorth,districtHeatStorage,heat < districtHeat,expStIn,0.0
30th < 2040,East < EastNorth,districtHeatStorage,heat < districtHeat,expStIn,0.5147748992499999
10th < 2020,East < EastSouth,districtHeatStorage,heat < districtHeat,expStIn,16.2719671675
20th < 2025,East < EastSouth,districtHeatStorage,heat < districtHeat,expStIn,0.0
20th < 2030,East < EastSouth,districtHeatStorage,heat < districtHeat,expStIn,0.0
30th < 2035,East < EastSouth,districtHeatStorage,heat < districtHeat,expStIn,0.0
30th < 2040,East < EastSouth,districtHeatStorage,heat < districtHeat,expStIn,1.2869372499999976
10th < 2020,West < WestNorth,districtHeatStorage,heat < districtHeat,expStIn,2.2339674455
20th < 2025,West < WestNorth,districtHeatStorage,heat < districtHeat,expStIn,0.0
20th < 2030,West < WestNorth,districtHeatStorage,heat < districtHeat,expStIn,0.0
30th < 2035,West < WestNorth,districtHeatStorage,heat < districtHeat,expStIn,0.0
30th < 2040,West < WestNorth,districtHeatStorage,heat < districtHeat,expStIn,0.0
10th < 2020,West < WestSouth,districtHeatStorage,heat < districtHeat,expStIn,5.4140501180000005
20th < 2025,West < WestSouth,districtHeatStorage,heat < districtHeat,expStIn,0.0
20th < 2030,West < WestSouth,districtHeatStorage,heat < districtHeat,expStIn,0.0
30th < 2035,West < WestSouth,districtHeatStorage,heat < districtHeat,expStIn,0.0
30th < 2040,West < WestSouth,districtHeatStorage,heat < districtHeat,expStIn,0.16970072425000016
10th < 2020,East < EastNorth,districtHeatStorage,heat < districtHeat,commCapaStIn,6.50878686725
20th < 2025,East < EastNorth,districtHeatStorage,heat < districtHeat,commCapaStIn,6.50779875775
20th < 2030,East < EastNorth,districtHeatStorage,heat < districtHeat,commCapaStIn,6.389875127797083
30th < 2035,East < EastNorth,districtHeatStorage,heat < districtHeat,commCapaStIn,5.935064963
30th < 2040,East < EastNorth,districtHeatStorage,heat < districtHeat,commCapaStIn,7.0235617665
10th < 2020,East < EastSouth,districtHeatStorage,heat < districtHeat,commCapaStIn,16.2719671675
20th < 2025,East < EastSouth,districtHeatStorage,heat < districtHeat,commCapaStIn,16.2719671675
20th < 2030,East < EastSouth,districtHeatStorage,heat < districtHeat,commCapaStIn,15.953260497499999
30th < 2035,East < EastSouth,districtHeatStorage,heat < districtHeat,commCapaStIn,14.837662407500002
30th < 2040,East < EastSouth,districtHeatStorage,heat < districtHeat,commCapaStIn,17.5589044175
10th < 2020,West < WestNorth,districtHeatStorage,heat < districtHeat,commCapaStIn,2.2339674455
20th < 2025,West < WestNorth,districtHeatStorage,heat < districtHeat,commCapaStIn,2.13344208575
20th < 2030,West < WestNorth,districtHeatStorage,heat < districtHeat,commCapaStIn,2.13344208575
30th < 2035,West < WestNorth,districtHeatStorage,heat < districtHeat,commCapaStIn,2.050022953
30th < 2040,West < WestNorth,districtHeatStorage,heat < districtHeat,commCapaStIn,2.233500337
10th < 2020,West < WestSouth,districtHeatStorage,heat < districtHeat,commCapaStIn,5.4140501180000005
20th < 2025,West < WestSouth,districtHeatStorage,heat < districtHeat,commCapaStIn,5.4140501180000005
20th < 2030,West < WestSouth,districtHeatStorage,heat < districtHeat,commCapaStIn,5.3336052145
30th < 2035,West < WestSouth,districtHeatStorage,heat < districtHeat,commCapaStIn,5.3336052145
30th < 2040,West < WestSouth,districtHeatStorage,heat < districtHeat,commCapaStIn,5.583750842250001
10th < 2020,East < EastNorth,solar < rooftop < photovoltaic,none,expConv,0.0
10th < 2020,East < EastSouth,solar < rooftop < photovoltaic,none,expConv,0.0
10th < 2020,West < WestNorth,solar < rooftop < photovoltaic,none,expConv,0.0
10th < 2020,West < WestSouth,solar < rooftop < photovoltaic,none,expConv,0.0
20th < 2025,East < EastNorth,solar < rooftop < photovoltaic,none,expConv,0.0
20th < 2025,East < EastSouth,solar < rooftop < photovoltaic,none,expConv,0.0
20th < 2025,West < WestNorth,solar < rooftop < photovoltaic,none,expConv,0.0
20th < 2025,West < WestSouth,solar < rooftop < photovoltaic,none,expConv,0.0
20th < 2030,East < EastNorth,solar < rooftop < photovoltaic,none,expConv,0.0
20th < 2030,East < EastSouth,solar < rooftop < photovoltaic,none,expConv,0.0
20th < 2030,West < WestNorth,solar < rooftop < photovoltaic,none,expConv,0.0
20th < 2030,West < WestSouth,solar < rooftop < photovoltaic,none,expConv,0.0
30th < 2035,East < EastNorth,solar < rooftop < photovoltaic,none,expConv,0.0
30th < 2035,East < EastSouth,solar < rooftop < photovoltaic,none,expConv,0.0
30th < 2035,West < WestNorth,solar < rooftop < photovoltaic,none,expConv,62.61910930881514
30th < 2035,West < WestSouth,solar < rooftop < photovoltaic,none,expConv,0.0
30th < 2040,East < EastNorth,solar < rooftop < photovoltaic,none,expConv,0.0
30th < 2040,East < EastSouth,solar < rooftop < photovoltaic,none,expConv,4.573717881478203
30th < 2040,West < WestNorth,solar < rooftop < photovoltaic,none,expConv,159.68061772949824
30th < 2040,West < WestSouth,solar < rooftop < photovoltaic,none,expConv,0.0
10th < 2020,East < EastNorth,solar < rooftop < photovoltaic,none,capaConv,0.0
20th < 2025,East < EastNorth,solar < rooftop < photovoltaic,none,capaConv,0.0
20th < 2030,East < EastNorth,solar < rooftop < photovoltaic,none,capaConv,0.0
30th < 2035,East < EastNorth,solar < rooftop < photovoltaic,none,capaConv,0.0
30th < 2040,East < EastNorth,solar < rooftop < photovoltaic,none,capaConv,0.0
10th < 2020,East < EastSouth,solar < rooftop < photovoltaic,none,capaConv,0.0
20th < 2025,East < EastSouth,solar < rooftop < photovoltaic,none,capaConv,0.0
20th < 2030,East < EastSouth,solar < rooftop < photovoltaic,none,capaConv,0.0
30th < 2035,East < EastSouth,solar < rooftop < photovoltaic,none,capaConv,0.0
30th < 2040,East < EastSouth,solar < rooftop < photovoltaic,none,capaConv,4.573717881478203
10th < 2020,West < WestNorth,solar < rooftop < photovoltaic,none,capaConv,0.0
20th < 2025,West < WestNorth,solar < rooftop < photovoltaic,none,capaConv,0.0
20th < 2030,West < WestNorth,solar < rooftop < photovoltaic,none,capaConv,0.0
30th < 2035,West < WestNorth,solar < rooftop < photovoltaic,none,capaConv,62.61910930881514
30th < 2040,West < WestNorth,solar < rooftop < photovoltaic,none,capaConv,222.29972703831336
10th < 2020,West < WestSouth,solar < rooftop < photovoltaic,none,capaConv,0.0
20th < 2025,West < WestSouth,solar < rooftop < photovoltaic,none,capaConv,0.0
20th < 2030,West < WestSouth,solar < rooftop < photovoltaic,none,capaConv,0.0
30th < 2035,West < WestSouth,solar < rooftop < photovoltaic,none,capaConv,0.0
30th < 2040,West < WestSouth,solar < rooftop < photovoltaic,none,capaConv,0.0
10th < 2020,East < EastNorth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
20th < 2025,East < EastNorth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
20th < 2030,East < EastNorth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
30th < 2035,East < EastNorth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
30th < 2040,East < EastNorth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
10th < 2020,East < EastSouth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
20th < 2025,East < EastSouth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
20th < 2030,East < EastSouth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
30th < 2035,East < EastSouth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
30th < 2040,East < EastSouth,solar < rooftop < photovoltaic,none,commCapaConv,4.573717881478203
10th < 2020,West < WestNorth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
20th < 2025,West < WestNorth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
20th < 2030,West < WestNorth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
30th < 2035,West < WestNorth,solar < rooftop < photovoltaic,none,commCapaConv,62.61910930881515
30th < 2040,West < WestNorth,solar < rooftop < photovoltaic,none,commCapaConv,222.29972703831336
10th < 2020,West < WestSouth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
20th < 2025,West < WestSouth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
20th < 2030,West < WestSouth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
30th < 2035,West < WestSouth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
30th < 2040,West < WestSouth,solar < rooftop < photovoltaic,none,commCapaConv,0.0
10th < 2020,East,solar < rooftop < photovoltaic,electricity,expStIn,0.0
10th < 2020,West,solar < rooftop < photovoltaic,electricity,expStIn,0.0
20th < 2025,East,solar < rooftop < photovoltaic,electricity,expStIn,0.0
20th < 2025,West,solar < rooftop < photovoltaic,electricity,expStIn,0.0
20th < 2030,East,solar < rooftop < photovoltaic,electricity,expStIn,0.0
20th < 2030,West,solar < rooftop < photovoltaic,electricity,expStIn,0.0
30th < 2035,East,solar < rooftop < photovoltaic,electricity,expStIn,0.0
30th < 2035,West,solar < rooftop < photovoltaic,electricity,expStIn,10.709391876608287
30th < 2040,East,solar < rooftop < photovoltaic,electricity,expStIn,0.9366809557703183
30th < 2040,West,solar < rooftop < photovoltaic,electricity,expStIn,25.469708459927674
10th < 2020,East,solar < rooftop < photovoltaic,electricity,commCapaStIn,0.0
20th < 2025,East,solar < rooftop < photovoltaic,electricity,commCapaStIn,0.0
20th < 2030,East,solar < rooftop < photovoltaic,electricity,commCapaStIn,0.0
10th < 2020,West,solar < rooftop < photovoltaic,electricity,commCapaStIn,0.0
20th < 2025,West,solar < rooftop < photovoltaic,electricity,commCapaStIn,0.0
20th < 2030,West,solar < rooftop < photovoltaic,electricity,commCapaStIn,0.0
30th < 2035,East,solar < rooftop < photovoltaic,electricity,commCapaStIn,0.0
30th < 2035,West,solar < rooftop < photovoltaic,electricity,commCapaStIn,10.709391876608287
30th < 2040,East,solar < rooftop < photovoltaic,electricity,commCapaStIn,0.9366809557703184
30th < 2040,West,solar < rooftop < photovoltaic,electricity,commCapaStIn,36.17910033653596
10th < 2020,East,solar < rooftop < photovoltaic,electricity,capaStOut,0.0
10th < 2020,West,solar < rooftop < photovoltaic,electricity,capaStOut,0.0
20th < 2025,East,solar < rooftop < photovoltaic,electricity,capaStOut,0.0
20th < 2025,West,solar < rooftop < photovoltaic,electricity,capaStOut,0.0
20th < 2030,East,solar < rooftop < photovoltaic,electricity,capaStOut,0.0
20th < 2030,West,solar < rooftop < photovoltaic,electricity,capaStOut,0.0
30th < 2035,East,solar < rooftop < photovoltaic,electricity,capaStOut,0.0
30th < 2035,West,solar < rooftop < photovoltaic,electricity,capaStOut,10.709391876608287
30th < 2040,East,solar < rooftop < photovoltaic,electricity,capaStOut,0.9366809557703183
30th < 2040,West,solar < rooftop < photovoltaic,electricity,capaStOut,36.17910033653596
10th < 2020,East,solar < rooftop < photovoltaic,electricity,expStSize,0.0
10th < 2020,West,solar < rooftop < photovoltaic,electricity,expStSize,0.0
20th < 2025,East,solar < rooftop < photovoltaic,electricity,expStSize,0.0
20th < 2025,West,solar < rooftop < photovoltaic,electricity,expStSize,0.0
20th < 2030,East,solar < rooftop < photovoltaic,electricity,expStSize,0.0
20th < 2030,West,solar < rooftop < photovoltaic,electricity,expStSize,0.0
30th < 2035,East,solar < rooftop < photovoltaic,electricity,expStSize,0.0
30th < 2035,West,solar < rooftop < photovoltaic,electricity,expStSize,40.076246931161364
30th < 2040,East,solar < rooftop < photovoltaic,electricity,expStSize,3.59595574635736
30th < 2040,West,solar < rooftop < photovoltaic,electricity,expStSize,115.7706764439541
10th < 2020,East,solar < rooftop < photovoltaic,electricity,expStOut,0.0
20th < 2025,East,solar < rooftop < photovoltaic,electricity,expStOut,0.0
20th < 2030,East,solar < rooftop < photovoltaic,electricity,expStOut,0.0
30th < 2035,East,solar < rooftop < photovoltaic,electricity,expStOut,0.0
